Lesson,N,HTML,TITLE
53,6,"<iframe src=""https://learningapps.org/watch?v=pnfbgncsk19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Aussi/non plus
53,1,"<iframe src=""https://learningapps.org/watch?v=picmnkh5c19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
53,5,"<iframe src=""https://learningapps.org/watch?v=phg2hph9n19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Fruits/légumes
53,3,"<iframe src=""https://learningapps.org/watch?v=psbm8h2on19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le corps
53,7,"<iframe src=""https://learningapps.org/watch?v=p3t6z7rhk19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",S'asseoir
53,2,"<iframe src=""https://learningapps.org/watch?v=pqw8yv7zc19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Faire
53,4,"<iframe src=""https://learningapps.org/watch?v=pq673p49j19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le verbe recevoir
54,3,"<iframe src=""https://learningapps.org/watch?v=pvneqih1319"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Les parties du corps
54,6,"<iframe src=""https://learningapps.org/watch?v=pmu8oorf519"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Les couverts
54,9,"<iframe src=""https://learningapps.org/watch?v=pgtg1np5a19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le Présent
54,2,"<iframe src=""https://learningapps.org/watch?v=ppnewc9uk19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Dialogue
54,8,"<iframe src=""https://learningapps.org/watch?v=pfom39rtv19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Noms nombrables/innombrables
54,7,"<iframe src=""https://learningapps.org/watch?v=pqgg15dit19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Adjectif
54,1,"<iframe src=""https://learningapps.org/watch?v=pu39x3sb219"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>","Prononciation (<i>six</i>, <i>dix</i>, <i>cinq</i> и <i>huit</i>)"
54,4,"<iframe src=""https://learningapps.org/watch?v=p9zv7wgzt19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",S'asseoir
54,5,"<iframe src=""https://learningapps.org/watch?v=ptqu9uyd319"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le verbe asseoir au Présent
55,6,"<iframe src=""https://learningapps.org/watch?v=pnvdfcdtt19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Les couverts
55,8,"<iframe src=""https://learningapps.org/watch?v=ph9ofjcp519"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le Présent
55,5,"<iframe src=""https://learningapps.org/watch?v=pqm5ds3vj19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",S'asseoir
55,7,"<iframe src=""https://learningapps.org/watch?v=p3nq0qmpa19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le verbe paraître au Présent
55,9,"<iframe src=""https://learningapps.org/watch?v=pvyjv3gea19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Imparfait
55,1,"<iframe src=""https://learningapps.org/watch?v=pizhksp2j19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Prononciation
55,4,"<iframe src=""https://learningapps.org/watch?v=p81es6je519"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le corps
55,2,"<iframe src=""https://learningapps.org/watch?v=pxrt8pyg219"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
55,3,"<iframe src=""https://learningapps.org/watch?v=pkat3tsun19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
56,2,"<iframe src=""https://learningapps.org/watch?v=pgvgugcwt19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
56,5,"<iframe src=""https://learningapps.org/watch?v=pwdtkbds519"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le verbe servir au Présent
56,9,"<iframe src=""https://learningapps.org/watch?v=p4c8oriwn19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Imparfait
56,7,"<iframe src=""https://learningapps.org/watch?v=p5p4k4vdk19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",La mise en relief
56,1,"<iframe src=""https://learningapps.org/watch?v=pxah3gc3k19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Ça va
56,6,"<iframe src=""https://learningapps.org/watch?v=pc4ggi6ra19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Fruits/légumes
56,4,"<iframe src=""https://learningapps.org/watch?v=pvf70xqma19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le corps
56,3,"<iframe src=""https://learningapps.org/watch?v=pevz7mbn519"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le verbe paraître
56,8,"<iframe src=""https://learningapps.org/watch?v=pt7jpza8t19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Imparfait (terminaisons)
57,4,"<iframe src=""https://learningapps.org/watch?v=p1npoon3t19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique (aliments)
57,9,"<iframe src=""https://learningapps.org/watch?v=pejzdq6oc19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le verbe être à l'Imparfait
57,8,"<iframe src=""https://learningapps.org/watch?v=prrm1a30n19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Imparfait
57,7,"<iframe src=""https://learningapps.org/watch?v=pnym0eqyk19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Pronociation (Imparfait)
57,6,"<iframe src=""https://learningapps.org/watch?v=pppr6zfy519"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le corps
57,5,"<iframe src=""https://learningapps.org/watch?v=pzgdmwqtn19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le verbe tenir au Présent
57,3,"<iframe src=""https://learningapps.org/watch?v=pbs80adpj19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le verbe servir
57,1,"<iframe src=""https://learningapps.org/watch?v=pujs4jdv519"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
57,2,"<iframe src=""https://learningapps.org/watch?v=pp6nwv1bt19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
58,6,"<iframe src=""https://learningapps.org/watch?v=pvwqc7nr519"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Repas
58,2,"<iframe src=""https://learningapps.org/watch?v=pvzp2bdyk19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique (la description physique)
58,4,"<iframe src=""https://learningapps.org/watch?v=p39omwift19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",La description/les signes particuliers
58,7,"<iframe src=""https://learningapps.org/watch?v=p193s48o319"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Verbes en -er
58,8,"<iframe src=""https://learningapps.org/watch?v=pc0fajsha19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Imparfait/Fut.Simple (terminaisons)
58,5,"<iframe src=""https://learningapps.org/watch?v=pxnnqd9s319"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le verbe tenir
58,3,"<iframe src=""https://learningapps.org/watch?v=p2fcwga9c19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Servir
58,1,"<iframe src=""https://learningapps.org/watch?v=pu806ufrt19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
58,9,"<iframe src=""https://learningapps.org/watch?v=pz13o514t19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Imparfait
59,4,"<iframe src=""https://learningapps.org/watch?v=ps7we9u0t19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Servir
59,9,"<iframe src=""https://learningapps.org/watch?v=put90bggn19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Imparfait
59,6,"<iframe src=""https://learningapps.org/watch?v=pv8zu5est19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Description physique
59,2,"<iframe src=""https://learningapps.org/watch?v=phrsnxajk19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
59,7,"<iframe src=""https://learningapps.org/watch?v=pn494ft1a19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",-age
59,1,"<iframe src=""https://learningapps.org/watch?v=pukmb0kya19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
59,5,"<iframe src=""https://learningapps.org/watch?v=pdaem83d219"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Jouer à/de
59,8,"<iframe src=""https://learningapps.org/watch?v=p5h3xrhpn19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Verbes en -cer à l'Imparfait
59,3,"<iframe src=""https://learningapps.org/watch?v=pikyy07w519"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
61,7,"<iframe src=""https://learningapps.org/watch?v=pqaqfyk0v19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>","Au, à la, aux, avec"
61,8,"<iframe src=""https://learningapps.org/watch?v=pcya7t5v519"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Verbes en -cer à l'Imparfait
61,3,"<iframe src=""https://learningapps.org/watch?v=px6dvtiha19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
61,9,"<iframe src=""https://learningapps.org/watch?v=ppz21vks319"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Imparfait
61,6,"<iframe src=""https://learningapps.org/watch?v=pp1vmihaj19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Description physique
61,1,"<iframe src=""https://learningapps.org/watch?v=pyjem6eot19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Prononciation
61,4,"<iframe src=""https://learningapps.org/watch?v=p3kqqz5x519"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le verbe apercevoir au Présent
61,2,"<iframe src=""https://learningapps.org/watch?v=p40wbtzic19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
61,5,"<iframe src=""https://learningapps.org/watch?v=pi8m2e3j519"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique (la description physique)
62,7,"<iframe src=""https://learningapps.org/watch?v=pmizb3v1n19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>","Beau, vieux, nouveau"
62,3,"<iframe src=""https://learningapps.org/watch?v=pbocnc7nj19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
62,2,"<iframe src=""https://learningapps.org/watch?v=p54haodcn19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
62,8,"<iframe src=""https://learningapps.org/watch?v=pyb9cxud519"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Verbes en -ger à l'Imparfait
62,9,"<iframe src=""https://learningapps.org/watch?v=pd3hrv6y319"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Imparfait
62,5,"<iframe src=""https://learningapps.org/watch?v=p6m8uoi5519"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",À (цель)
62,4,"<iframe src=""https://learningapps.org/watch?v=pr23875y219"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le verbe apercevoir
62,6,"<iframe src=""https://learningapps.org/watch?v=p3y773o8j19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le verbe rire au Présent
62,1,"<iframe src=""https://learningapps.org/watch?v=p2uwacyck19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Prononciation
63,9,"<iframe src=""https://learningapps.org/watch?v=pq61huunc19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le P.C.
63,6,"<iframe src=""https://learningapps.org/watch?v=px4h3xqk519"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Position/changement de position
63,7,"<iframe src=""https://learningapps.org/watch?v=p4txk9fm319"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Verbes en -ger à l'Imparfait
63,8,"<iframe src=""https://learningapps.org/watch?v=pwwz8mo0v19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Imparfait
63,4,"<iframe src=""https://learningapps.org/watch?v=pkcwcp77219"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le caractère
63,1,"<iframe src=""https://learningapps.org/watch?v=pk1v8ys3a19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
63,5,"<iframe src=""https://learningapps.org/watch?v=pwnc3cmzt19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Adjectif → verbe
63,2,"<iframe src=""https://learningapps.org/watch?v=p0v4x377k19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",La description physique
63,3,"<iframe src=""https://learningapps.org/watch?v=pbrht502k19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le verbe rire
