VERB,EMPLOI,IDX,Verbe freq.
abaisser,Fréquent - Transitif - Autorise la forme pronominale,25,#N/A
abandonner,Fréquent - Transitif - Autorise la forme pronominale,25,3529
abasourdir,Transitif,49,#N/A
abattre,Fréquent - Transitif - Autorise la forme pronominale,25,#N/A
abêtir,Transitif - Autorise la forme pronominale,50,#N/A
abhorrer,Transitif,49,55
abîmer,Fréquent - Transitif - Autorise la forme pronominale,25,#N/A
abolir,Transitif,49,#N/A
abonder,Intransitif,29,#N/A
abonner,Transitif - Autorise la forme pronominale,50,#N/A
aborder,Fréquent - Intransitif - Transitif - Se conjugue avec soit avec avoir soit avec être aux temps composés,23,#N/A
aboutir,Fréquent - Intransitif - Se conjugue avec soit avec avoir soit avec être aux temps composés,14,#N/A
aboyer,Fréquent - Intransitif,6,307
abréger,Transitif,49,#N/A
abreuver,Transitif - Autorise la forme pronominale,50,#N/A
abriter,Fréquent - Transitif - Autorise la forme pronominale,25,#N/A
abrutir,Transitif - Autorise la forme pronominale,50,#N/A
s'absenter,Autorise la forme pronominale,0,#N/A
absoudre,Transitif,49,147
s'abstenir,Autorise la forme pronominale,0,#N/A
abstraire,Transitif - Autorise la forme pronominale,50,#N/A
abuser,Fréquent - Transitif - Autorise la forme pronominale,25,627
accabler,Fréquent - Transitif,24,715
accaparer,Transitif,49,140
accéder,Intransitif,29,#N/A
accélérer,Transitif - Autorise la forme pronominale,50,231
accentuer,Transitif - Autorise la forme pronominale,50,#N/A
accepter,Fréquent - Transitif,24,5449
accoler,Transitif,49,#N/A
accommoder,Transitif - Autorise la forme pronominale,50,#N/A
accompagner,Fréquent - Transitif - Autorise la forme pronominale,25,2866
accomplir,Fréquent - Transitif - Autorise la forme pronominale,25,2100
accorder,Fréquent - Transitif - Autorise la forme pronominale,25,#N/A
accoucher,Intransitif - Transitif - Se conjugue avec soit avec avoir soit avec être aux temps composés,47,#N/A
accourir,Fréquent - Intransitif - Se conjugue avec soit avec avoir soit avec être aux temps composés,14,#N/A
accrocher,Fréquent - Intransitif - Transitif - Autorise la forme pronominale,17,988
accroire,Transitif - Défectif,55,#N/A
accroître,Transitif - Autorise la forme pronominale - Se conjugue avec soit avec avoir soit avec être aux temps composés,52,#N/A
s'accroupir,Autorise la forme pronominale,0,#N/A
accueillir,Transitif,49,1325
accumuler,Transitif - Autorise la forme pronominale,50,#N/A
accuser,Fréquent - Transitif - Autorise la forme pronominale,25,2016
acharner,Fréquent - Transitif - Autorise la forme pronominale,25,#N/A
acheminer,Transitif - Autorise la forme pronominale,50,#N/A
acheter,Fréquent - Transitif,24,2646
achever,Fréquent - Transitif - Autorise la forme pronominale,25,3827
aciérer,Transitif,49,#N/A
aciseler,Transitif,49,#N/A
acquérir,Fréquent - Transitif - Autorise la forme pronominale,25,#N/A
acquiescer,Intransitif,29,#N/A
acquitter,Transitif - Autorise la forme pronominale,50,#N/A
acter,Transitif,49,#N/A
activer,Intransitif - Transitif - Autorise la forme pronominale,42,#N/A
actualiser,Transitif,49,#N/A
adapter,Transitif - Autorise la forme pronominale,50,#N/A
additionner,Transitif - Autorise la forme pronominale,50,#N/A
adhérer,Intransitif,29,#N/A
adire,Intransitif - Autorise la forme pronominale - S'utilise en Belgique,31,#N/A
adjoindre,Transitif - Autorise la forme pronominale,50,#N/A
admettre,Fréquent - Transitif,24,3048
administrer,Fréquent - Transitif - Autorise la forme pronominale,25,#N/A
admirer,Fréquent - Transitif,24,#N/A
s'adonner,Autorise la forme pronominale,0,#N/A
adopter,Fréquent - Transitif,24,765
adorer,Fréquent - Transitif,24,#N/A
adoucir,Fréquent - Transitif - Autorise la forme pronominale,25,#N/A
adresser,Fréquent - Transitif - Autorise la forme pronominale,25,#N/A
advenir,Intransitif - Se conjugue avec l'auxiliaire être aux temps composés - Impersonnel,38,#N/A
aérer,Fréquent - Transitif - Autorise la forme pronominale,25,#N/A
affaiblir,Fréquent - Transitif - Autorise la forme pronominale,25,#N/A
affecter,Transitif,49,#N/A
affectionner,Transitif,49,#N/A
afférer,Intransitif,29,#N/A
affermir,Transitif - Autorise la forme pronominale,50,#N/A
afficher,Transitif - Autorise la forme pronominale,50,#N/A
affiner,Transitif - Autorise la forme pronominale,50,#N/A
affirmer,Transitif - Autorise la forme pronominale,50,3323
affliger,Fréquent - Transitif - Autorise la forme pronominale,25,214
affoler,Intransitif - Transitif - Autorise la forme pronominale,42,#N/A
affranchir,Transitif - Autorise la forme pronominale,50,#N/A
affronter,Transitif - Autorise la forme pronominale,50,#N/A
agacer,Fréquent - Transitif - Autorise la forme pronominale,25,548
s'agenouiller,Fréquent - Autorise la forme pronominale,4,#N/A
aggraver,Transitif - Autorise la forme pronominale,50,#N/A
agir,Fréquent - Intransitif - Autorise la forme pronominale,7,10714
agiter,Fréquent - Transitif - Autorise la forme pronominale,25,2200
agonir,Transitif,49,#N/A
agrafer,Transitif,49,#N/A
agrandir,Transitif - Autorise la forme pronominale,50,#N/A
agréer,Transitif,49,#N/A
agréger,Transitif - Autorise la forme pronominale,50,#N/A
agresser,Transitif,49,#N/A
agripper,Transitif - Autorise la forme pronominale,50,#N/A
aguerrir,Transitif - Autorise la forme pronominale,50,#N/A
aider,Transitif - Autorise la forme pronominale,50,3066
aiguiller,Transitif,49,#N/A
aiguiser,Fréquent - Transitif - Autorise la forme pronominale,25,156
ailler,Transitif,49,#N/A
aimer,Fréquent - Transitif - Autorise la forme pronominale,25,29322
airer,Intransitif,29,#N/A
ajouter,Fréquent - Transitif - Autorise la forme pronominale,25,8239
alerter,Transitif,49,#N/A
aliéner,Transitif - Autorise la forme pronominale,50,#N/A
aligner,Transitif - Autorise la forme pronominale,50,#N/A
alimenter,Transitif - Autorise la forme pronominale,50,#N/A
aliter,Transitif - Autorise la forme pronominale,50,#N/A
allécher,Transitif,49,#N/A
alléger,Transitif,49,#N/A
alléguer,Transitif,49,#N/A
aller,Fréquent - Intransitif - Autorise la forme pronominale - Se conjugue avec l'auxiliaire être aux temps composés,10,84297
allier,Fréquent - Transitif - Autorise la forme pronominale,25,#N/A
allonger,Fréquent - Intransitif - Transitif - Autorise la forme pronominale,17,#N/A
allouer,Transitif,49,#N/A
allumer,Fréquent - Transitif - Autorise la forme pronominale,25,#N/A
alourdir,Transitif - Autorise la forme pronominale,50,#N/A
altérer,Transitif - Autorise la forme pronominale,50,328
aluner,Transitif,49,#N/A
alunir,Intransitif - Se conjugue avec soit avec avoir soit avec être aux temps composés,39,#N/A
amarrer,Transitif,49,#N/A
amasser,Transitif - Autorise la forme pronominale,50,#N/A
améliorer,Transitif - Autorise la forme pronominale,50,#N/A
aménager,Transitif,49,#N/A
amener,Fréquent - Transitif - Autorise la forme pronominale,25,#N/A
amenuiser,Transitif - Autorise la forme pronominale,50,#N/A
amerrir,Intransitif - Se conjugue avec soit avec avoir soit avec être aux temps composés,39,#N/A
amoindrir,Transitif,49,#N/A
amonceler,Transitif - Autorise la forme pronominale,50,#N/A
amorcer,Transitif - Autorise la forme pronominale,50,#N/A
amortir,Transitif - Autorise la forme pronominale,50,105
amourer,Transitif - S'utilise en Afrique,59,#N/A
amplifier,Transitif - Autorise la forme pronominale,50,#N/A
s'amuïr,Autorise la forme pronominale,0,#N/A
amuser,Fréquent - Transitif - Autorise la forme pronominale,25,3233
analyser,Transitif - Autorise la forme pronominale,50,#N/A
anéantir,Transitif - Autorise la forme pronominale,50,#N/A
animer,Transitif - Autorise la forme pronominale,50,1290
annihiler,Transitif,49,#N/A
annoncer,Fréquent - Transitif - Autorise la forme pronominale,25,#N/A
annoter,Transitif,49,#N/A
annuler,Transitif - Autorise la forme pronominale,50,#N/A
anticiper,Intransitif - Transitif,41,#N/A
apaiser,Transitif - Autorise la forme pronominale,50,#N/A
apercevoir,Fréquent - Transitif - Autorise la forme pronominale,25,8860
apeurer,Transitif,49,#N/A
apitoyer,Transitif - Autorise la forme pronominale,50,#N/A
aplanir,Transitif - Autorise la forme pronominale,50,#N/A
aplatir,Fréquent - Transitif - Autorise la forme pronominale,25,#N/A
apparaître,Fréquent - Intransitif - Se conjugue avec soit avec avoir soit avec être aux temps composés,14,#N/A
s'apparenter,Autorise la forme pronominale,0,#N/A
apparier,Transitif,49,#N/A
apparoir,Défectif,2,#N/A
appartenir,Fréquent - Intransitif - Autorise la forme pronominale,7,3346
appauvrir,Transitif - Autorise la forme pronominale,50,#N/A
appeler,Fréquent - Transitif - Autorise la forme pronominale,25,14407
appendre,Transitif,49,#N/A
applaudir,Fréquent - Transitif - Autorise la forme pronominale,25,549
appliquer,Fréquent - Transitif - Autorise la forme pronominale,25,2366
apporter,Fréquent - Transitif,24,#N/A
apposer,Transitif,49,#N/A
apprécier,Fréquent - Transitif,24,#N/A
appréhender,Transitif,49,#N/A
apprendre,Fréquent - Transitif - Autorise la forme pronominale,25,6327
apprêter,Transitif - Autorise la forme pronominale,50,#N/A
approcher,Fréquent - Transitif - Autorise la forme pronominale,25,5725
approfondir,Transitif - Autorise la forme pronominale,50,#N/A
approprier,Transitif - Autorise la forme pronominale,50,#N/A
approuver,Fréquent - Transitif,24,#N/A
approvisionner,Transitif - Autorise la forme pronominale,50,#N/A
appuyer,Fréquent - Transitif - Autorise la forme pronominale,25,2182
arborer,Transitif,49,#N/A
arguer,Transitif,49,#N/A
arracher,Fréquent - Transitif - Autorise la forme pronominale,25,2564
arranger,Fréquent - Transitif - Autorise la forme pronominale,25,#N/A
arrêter,Fréquent - Intransitif - Transitif - Autorise la forme pronominale,17,10434
arriver,Fréquent - Intransitif - Se conjugue avec l'auxiliaire être aux temps composés,13,17868
arrondir,Fréquent - Transitif - Autorise la forme pronominale,25,#N/A
arroser,Fréquent - Transitif,24,#N/A
aspirer,Transitif,49,#N/A
assagir,Transitif - Autorise la forme pronominale,50,#N/A
assaillir,Transitif,49,#N/A
assainir,Transitif,49,#N/A
assassiner,Fréquent - Transitif,24,#N/A
assembler,Transitif - Autorise la forme pronominale,50,#N/A
asseoir,Fréquent - Transitif - Autorise la forme pronominale,25,5689
asservir,Transitif - Autorise la forme pronominale,50,#N/A
assiéger,Transitif,49,#N/A
assimiler,Transitif - Autorise la forme pronominale,50,#N/A
assister,Fréquent - Transitif,24,1834
associer,Fréquent - Transitif - Autorise la forme pronominale,25,#N/A
assombrir,Transitif - Autorise la forme pronominale,50,#N/A
assommer,Transitif,49,372
assortir,Transitif - Autorise la forme pronominale,50,#N/A
assoupir,Transitif - Autorise la forme pronominale,50,#N/A
assouplir,Transitif - Autorise la forme pronominale,50,#N/A
assouvir,Transitif - Autorise la forme pronominale,50,168
assujettir,Transitif - Autorise la forme pronominale,50,#N/A
assumer,Transitif - Autorise la forme pronominale,50,424
assurer,Fréquent - Transitif - Autorise la forme pronominale,25,4330
astreindre,Transitif - Autorise la forme pronominale,50,94
attacher,Fréquent - Transitif - Autorise la forme pronominale,25,2673
attaquer,Fréquent - Transitif - Autorise la forme pronominale,25,#N/A
attarder,Transitif - Autorise la forme pronominale,50,#N/A
atteindre,Fréquent - Transitif,24,3872
atteler,Fréquent - Transitif - Autorise la forme pronominale,25,206
attendre,Fréquent - Intransitif - Transitif - Autorise la forme pronominale,17,18547
attendrir,Transitif - Autorise la forme pronominale,50,#N/A
attenter,Transitif,49,#N/A
atténuer,Transitif - Autorise la forme pronominale,50,321
atterrer,Transitif,49,#N/A
atterrir,Intransitif - Se conjugue avec soit avec avoir soit avec être aux temps composés,39,#N/A
attester,Transitif,49,#N/A
attirer,Fréquent - Transitif,24,#N/A
attiser,Transitif,49,#N/A
attraper,Fréquent - Transitif - Autorise la forme pronominale,25,602
attribuer,Fréquent - Transitif - Autorise la forme pronominale,25,1150
augmenter,Fréquent - Intransitif - Transitif - Autorise la forme pronominale - Se conjugue avec soit avec avoir soit avec être aux temps composés,19,1436
autoriser,Fréquent - Transitif - Autorise la forme pronominale,25,#N/A
s'autosuggestionner,Autorise la forme pronominale,0,#N/A
avaler,Fréquent - Transitif,24,800
avancer,Fréquent - Intransitif - Transitif - Autorise la forme pronominale,17,#N/A
aventurer,Transitif - Autorise la forme pronominale,50,#N/A
s'avérer,Autorise la forme pronominale,0,#N/A
avertir,Fréquent - Transitif,24,1257
aviser,Fréquent - Intransitif - Transitif - Autorise la forme pronominale,17,#N/A
avoir,Fréquent - Transitif,24,638474
avouer,Fréquent - Transitif - Autorise la forme pronominale,25,4444
avoyer,Transitif,49,#N/A
axer,Transitif,49,#N/A
baigner,Fréquent - Intransitif - Transitif - Autorise la forme pronominale,17,#N/A
baisser,Fréquent - Intransitif - Transitif - Autorise la forme pronominale - Se conjugue avec soit avec avoir soit avec être aux temps composés,19,#N/A
balader,Transitif - Autorise la forme pronominale,50,57
balancer,Fréquent - Intransitif - Transitif - Autorise la forme pronominale,17,#N/A
balayer,Fréquent - Transitif,24,566
balbutier,Intransitif - Transitif,41,909
bander,Intransitif - Transitif - Autorise la forme pronominale,42,#N/A
bannir,Transitif,49,#N/A
baptiser,Transitif,49,#N/A
barrer,Fréquent - Intransitif - Transitif - Autorise la forme pronominale,17,#N/A
barrir,Intransitif,29,9
basculer,Intransitif - Transitif,41,#N/A
baser,Transitif - Autorise la forme pronominale,50,#N/A
bâter,Transitif,49,#N/A
bâtir,Transitif,49,#N/A
battre,Fréquent - Intransitif - Transitif - Autorise la forme pronominale,17,5102
bavarder,Fréquent - Intransitif,6,423
baver,Intransitif,29,#N/A
bayer,Intransitif,29,20
béer,Intransitif - Défectif,33,#N/A
bégayer,Intransitif - Transitif,41,442
bêler,Intransitif - Transitif,41,58
bénéficier,Intransitif,29,#N/A
bénir,Fréquent - Transitif,24,#N/A
bercer,Fréquent - Transitif - Autorise la forme pronominale,25,#N/A
besogner,Intransitif,29,#N/A
bienvenir,Défectif,2,#N/A
biner,Intransitif - Transitif,41,#N/A
biper,Transitif,49,#N/A
biser,Intransitif - Transitif,41,#N/A
blaguer,Intransitif - Transitif,41,#N/A
blâmer,Transitif,49,343
blanchir,Fréquent - Intransitif - Transitif - Autorise la forme pronominale,17,#N/A
blêmir,Intransitif - Transitif,41,#N/A
blesser,Fréquent - Transitif - Autorise la forme pronominale,25,#N/A
bleuir,Intransitif - Transitif,41,#N/A
bloquer,Transitif - Autorise la forme pronominale,50,#N/A
se blottir,Autorise la forme pronominale,0,#N/A
boire,Fréquent - Transitif,24,4566
boiser,Transitif,49,#N/A
bonder,Transitif,49,#N/A
bondir,Fréquent - Intransitif,6,#N/A
bonifier,Transitif - Autorise la forme pronominale,50,#N/A
bosser,Transitif,49,#N/A
botter,Intransitif - Transitif,41,#N/A
boucher,Fréquent - Transitif - Autorise la forme pronominale,25,#N/A
bouder,Fréquent - Intransitif - Transitif,16,260
bouffer,Intransitif - Transitif - Autorise la forme pronominale,42,#N/A
bouger,Fréquent - Intransitif - Transitif - Autorise la forme pronominale,17,2560
bouillir,Fréquent - Intransitif - Transitif,16,221
bouler,Intransitif - Transitif,41,#N/A
bouleverser,Fréquent - Transitif,24,#N/A
bourrer,Intransitif - Transitif - Autorise la forme pronominale,42,223
bousculer,Transitif - Autorise la forme pronominale,50,#N/A
bouter,Transitif,49,#N/A
braire,Intransitif,29,37
bramer,Intransitif - Transitif,41,21
brancher,Intransitif - Transitif - Autorise la forme pronominale,42,#N/A
brandir,Transitif,49,234
branler,Intransitif - Transitif - Autorise la forme pronominale,42,#N/A
brayer,Transitif,49,#N/A
breveter,Transitif,49,#N/A
bricoler,Intransitif - Transitif,41,#N/A
briller,Fréquent - Intransitif,6,1960
brimbaler,Intransitif - Transitif,41,#N/A
briser,Fréquent - Transitif - Autorise la forme pronominale,25,1301
bronzer,Intransitif - Transitif - Autorise la forme pronominale,42,#N/A
brosser,Fréquent - Intransitif - Transitif - Autorise la forme pronominale,17,#N/A
brouter,Fréquent - Intransitif - Transitif,16,144
broyer,Transitif,49,261
bruire,Intransitif - Défectif,33,#N/A
brûler,Fréquent - Intransitif - Transitif - Autorise la forme pronominale,17,2920
brumer,Impersonnel,28,#N/A
brunir,Intransitif - Transitif - Autorise la forme pronominale,42,#N/A
budgéter,Transitif,49,#N/A
buriner,Transitif,49,#N/A
cacher,Fréquent - Transitif - Autorise la forme pronominale,25,5071
cacheter,Transitif,49,#N/A
calculer,Fréquent - Intransitif - Transitif,16,#N/A
caler,Transitif - Autorise la forme pronominale,50,#N/A
calmer,Fréquent - Transitif - Autorise la forme pronominale,25,#N/A
caner,Intransitif,29,#N/A
capeler,Transitif,49,#N/A
caper,Transitif,49,#N/A
capter,Transitif,49,#N/A
caqueter,Intransitif,29,#N/A
caracoler,Intransitif,29,#N/A
caractériser,Transitif - Autorise la forme pronominale,50,#N/A
caresser,Fréquent - Transitif,24,#N/A
carreler,Transitif,49,#N/A
caser,Transitif - Autorise la forme pronominale,50,#N/A
casser,Fréquent - Intransitif - Transitif - Autorise la forme pronominale,17,1458
causer,Fréquent - Intransitif - Transitif,16,#N/A
caver,Intransitif - Transitif - Autorise la forme pronominale,42,#N/A
céder,Fréquent - Intransitif - Transitif,16,2687
ceindre,Transitif,49,#N/A
célébrer,Fréquent - Transitif,24,#N/A
celer,Transitif,49,#N/A
cerner,Transitif,49,#N/A
certifier,Transitif,49,#N/A
cesser,Fréquent - Intransitif - Transitif,16,#N/A
chahuter,Intransitif - Transitif,41,#N/A
chaloir,Défectif,2,9
chanceler,Intransitif,29,#N/A
changer,Fréquent - Intransitif - Transitif - Autorise la forme pronominale - Se conjugue avec soit avec avoir soit avec être aux temps composés,19,6475
chanter,Fréquent - Intransitif - Transitif,16,4841
charger,Fréquent - Transitif - Autorise la forme pronominale,25,#N/A
charmer,Fréquent - Transitif,24,#N/A
charrier,Intransitif - Transitif,41,#N/A
chasser,Fréquent - Intransitif - Transitif,16,#N/A
châtier,Transitif,49,#N/A
chauffer,Fréquent - Intransitif - Transitif - Autorise la forme pronominale,17,#N/A
chausser,Fréquent - Intransitif - Transitif - Autorise la forme pronominale,17,#N/A
chercher,Fréquent - Intransitif - Transitif - Autorise la forme pronominale,17,16525
chérir,Transitif,49,#N/A
cherrer,Intransitif,29,(Inc.T0.F11.)
chevaucher,Intransitif - Transitif - Autorise la forme pronominale,42,#N/A
chialer,Intransitif,29,33
choir,Intransitif - Se conjugue avec soit avec avoir soit avec être aux temps composés,39,#N/A
choisir,Transitif,49,#N/A
choper,Transitif,49,#N/A
choquer,Transitif,49,#N/A
choyer,Transitif,49,#N/A
chuchoter,Intransitif - Transitif,41,464
chuter,Intransitif - Transitif,41,#N/A
circoncire,Transitif,49,#N/A
circonscrire,Transitif - Autorise la forme pronominale,50,#N/A
circuler,Intransitif,29,#N/A
cirer,Fréquent - Transitif,24,#N/A
ciseler,Transitif,49,#N/A
citer,Fréquent - Transitif,24,#N/A
claquer,Fréquent - Intransitif - Transitif - Autorise la forme pronominale,17,736
clarifier,Transitif,49,#N/A
classer,Transitif - Autorise la forme pronominale,50,#N/A
clignoter,Intransitif,29,#N/A
cliquer,Transitif,49,#N/A
cloner,Transitif,49,#N/A
clore,Transitif,49,#N/A
clôturer,Intransitif - Transitif,41,#N/A
clouer,Fréquent - Transitif,24,#N/A
cogiter,Intransitif - Transitif,41,#N/A
cogner,Intransitif - Transitif - Autorise la forme pronominale,42,#N/A
coiffer,Fréquent - Transitif - Autorise la forme pronominale,25,#N/A
coincer,Transitif - Autorise la forme pronominale,50,#N/A
coïncider,Intransitif,29,#N/A
collaborer,Intransitif,29,#N/A
collecter,Transitif - Autorise la forme pronominale,50,#N/A
collectionner,Transitif,49,#N/A
coller,Fréquent - Intransitif - Transitif - Autorise la forme pronominale,17,918
colorer,Transitif - Autorise la forme pronominale,50,#N/A
colorier,Transitif,49,#N/A
combattre,Fréquent - Intransitif - Transitif,16,#N/A
combiner,Fréquent - Transitif - Autorise la forme pronominale,25,#N/A
combler,Fréquent - Transitif,24,#N/A
commander,Fréquent - Intransitif - Transitif - Autorise la forme pronominale,17,2487
commencer,Fréquent - Intransitif - Transitif - Autorise la forme pronominale - Se conjugue avec soit avec avoir soit avec être aux temps composés,19,12163
commenter,Transitif,49,#N/A
commercer,Intransitif,29,#N/A
commettre,Fréquent - Transitif - Autorise la forme pronominale,25,#N/A
communiquer,Fréquent - Intransitif - Transitif - Autorise la forme pronominale,17,#N/A
comparaître,Intransitif,29,#N/A
comparer,Fréquent - Transitif - Autorise la forme pronominale,25,1232
compatir,Intransitif,29,#N/A
compenser,Transitif,49,#N/A
compiler,Transitif,49,#N/A
complaire,Intransitif - Autorise la forme pronominale,30,#N/A
compléter,Fréquent - Transitif,24,#N/A
complexifier,Transitif,49,#N/A
compliquer,Transitif - Autorise la forme pronominale,50,#N/A
comporter,Transitif - Autorise la forme pronominale,50,1393
composer,Fréquent - Intransitif - Transitif - Autorise la forme pronominale,17,2014
comprendre,Fréquent - Transitif - Autorise la forme pronominale,25,19792
compromettre,Transitif - Autorise la forme pronominale,50,#N/A
compter,Intransitif - Transitif - Autorise la forme pronominale,42,#N/A
concéder,Transitif,49,#N/A
concentrer,Transitif - Autorise la forme pronominale,50,#N/A
concerner,Transitif,49,1747
concevoir,Fréquent - Transitif,24,#N/A
concilier,Transitif - Autorise la forme pronominale,50,371
conclure,Fréquent - Transitif,24,1878
concourir,Intransitif - Transitif,41,#N/A
concurrencer,Transitif,49,#N/A
condamner,Fréquent - Transitif,24,#N/A
conditionner,Transitif,49,#N/A
conduire,Fréquent - Transitif - Autorise la forme pronominale,25,3276
confectionner,Transitif,49,#N/A
conférer,Intransitif - Transitif,41,#N/A
confesser,Fréquent - Transitif - Autorise la forme pronominale,25,879
confier,Fréquent - Transitif - Autorise la forme pronominale,25,#N/A
configurer,Transitif,49,#N/A
confire,Transitif - Autorise la forme pronominale,50,#N/A
confirmer,Fréquent - Transitif - Autorise la forme pronominale,25,#N/A
confondre,Fréquent - Transitif - Autorise la forme pronominale,25,#N/A
conformer,Transitif - Autorise la forme pronominale,50,#N/A
confronter,Transitif,49,#N/A
congeler,Transitif - Autorise la forme pronominale,50,#N/A
conjoindre,Transitif,49,#N/A
conjuguer,Transitif - Autorise la forme pronominale,50,#N/A
conjurer,Transitif - Autorise la forme pronominale,50,#N/A
connaître,Fréquent - Transitif - Autorise la forme pronominale,25,21932
connecter,Transitif,49,#N/A
conquérir,Fréquent - Transitif,24,#N/A
consacrer,Transitif - Autorise la forme pronominale,50,#N/A
conseiller,Fréquent - Transitif,24,#N/A
consentir,Fréquent - Intransitif - Transitif,16,#N/A
conserver,Fréquent - Transitif - Autorise la forme pronominale,25,2032
considérer,Fréquent - Transitif,24,4564
consister,Fréquent - Intransitif,6,2129
consoler,Fréquent - Transitif - Autorise la forme pronominale,25,1395
consommer,Intransitif - Transitif,41,#N/A
constater,Transitif,49,2122
constituer,Transitif - Autorise la forme pronominale,50,2606
construire,Fréquent - Transitif,24,#N/A
consulter,Fréquent - Intransitif - Transitif - Autorise la forme pronominale,17,934
consumer,Transitif - Autorise la forme pronominale,50,350
contacter,Transitif,49,#N/A
