VERB,TEMPLATE,S'EN,CAN BE PASSIVE,CAN BE FEMININ,PRONOMINAL ONLY,CAN BE PRONOMINAL,HAVE 2 FORMS OF CONJOUGATION,Fréquent,Transitif,Intransitif,pronominale,Impersonnel,*,Défectif,BE,Afrique,Québec,AVOIR,ÊTRE,DEFECTIVE,IMPERSONNEL,книжный,редкоупотребимый,устаревший,слэнг,GROUP No,Règle IDX,
,,,,,,,,is_frequent,is_transitive,is_intransitive,is_pronominal,,aspirate_h,,belgium,africa,canada,conjugated_with_avoir,conjugated_with_etre,is_defective,is_impersonal,book,is_rare,is_archaique,is_slang,group_no,,
reconstruire,condui:re,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,7,1
recuire,condui:re,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,1,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,7,2
réduire,condui:re,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,7,3
réintroduire,condui:re,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,7,1
reproduire,condui:re,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,7,2
retraduire,condui:re,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,7,1
séduire,condui:re,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,7,1
surproduire,condui:re,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,7,1
traduire,condui:re,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,7,3
coudre,cou:dre,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,106,2
découdre,cou:dre,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,106,1
recoudre,cou:dre,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,106,1
accourir,cour:ir,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,,1,,,,#N/A,,,,TRUE,TRUE,FALSE,FALSE,,,,,3,97,2
concourir,cour:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,1,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,97,2
courir,cour:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,1,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,97,3
discourir,cour:ir,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,1,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,97,1
encourir,cour:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,97,1
parcourir,cour:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,97,2
recourir,cour:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,1,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,97,2
secourir,cour:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,97,2
blasphémer,cr:émer,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,1,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,76,2
crémer,cr:émer,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,1,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,76,1
écrémer,cr:émer,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,76,1
croire,cr:oire,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,1,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,0,4
croître,cr:oître,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,1,1,1,,,,#N/A,,,,TRUE,TRUE,FALSE,FALSE,,,,,2,4,3
adjoindre,crai:ndre,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,15,2
astreindre,crai:ndre,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,15,2
atteindre,crai:ndre,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,15,2
ceindre,crai:ndre,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,1,,,,3,15,1
conjoindre,crai:ndre,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,15,1
contraindre,crai:ndre,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,15,3
craindre,crai:ndre,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,15,2
dépeindre,crai:ndre,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,15,1
déteindre,crai:ndre,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,1,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,15,2
disjoindre,crai:ndre,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,15,2
empreindre,crai:ndre,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,15,2
enceindre,crai:ndre,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,15,1
enfreindre,crai:ndre,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,15,1
enjoindre,crai:ndre,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,15,1
éteindre,crai:ndre,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,15,3
étreindre,crai:ndre,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,15,2
feindre,crai:ndre,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,1,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,15,2
geindre,crai:ndre,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,1,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,15,1
joindre,crai:ndre,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,1,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,15,4
peindre,crai:ndre,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,15,3
plaindre,crai:ndre,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,15,3
rejoindre,crai:ndre,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,15,3
repeindre,crai:ndre,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,15,1
restreindre,crai:ndre,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,15,2
reteindre,crai:ndre,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,15,1
rétreindre,crai:ndre,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,15,1
teindre,crai:ndre,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,15,2
accueillir,cueill:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,5,1
cueillir,cueill:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,5,2
recueillir,cueill:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,5,3
devoir,d:evoir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,12,3
confire,d:ire,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,1,,,,3,38,2
dire,d:ire,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,44,3
redire,d:ire,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,44,3
apercevoir,dé:cevoir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,89,3
concevoir,dé:cevoir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,89,2
décevoir,dé:cevoir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,89,1
entr'apercevoir,dé:cevoir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,121,2
percevoir,dé:cevoir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,89,1
recevoir,dé:cevoir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,1,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,89,4
déchoir,déch:oir,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,1,,,,#N/A,,,,TRUE,TRUE,TRUE,FALSE,1,,,,3,73,1
accréter,décr:éter,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,76,1
affréter,décr:éter,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,76,1
baréter,décr:éter,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,1,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,76,1
budgéter,décr:éter,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,76,1
compléter,décr:éter,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,1,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,76,2
concréter,décr:éter,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,76,1
décréter,décr:éter,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,76,1
empiéter,décr:éter,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,1,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,76,1
excréter,décr:éter,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,76,1
fréter,décr:éter,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,76,1
inquiéter,décr:éter,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,1,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,76,3
interpréter,décr:éter,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,76,2
péter,décr:éter,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,1,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,76,3
piéter,décr:éter,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,76,2
refléter,décr:éter,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,76,2
rempiéter,décr:éter,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,76,1
répéter,décr:éter,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,1,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,76,4
rouspéter,décr:éter,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,1,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,76,1
sécréter,décr:éter,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,76,1
téter,décr:éter,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,1,1,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,76,2
végéter,décr:éter,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,76,1
clamecer,dép:ecer,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,110,1
dépecer,dép:ecer,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,1,,,,1,111,1
redépecer,dép:ecer,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,111,1
déféquer,diss:équer,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,1,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,76,2
disséquer,diss:équer,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,76,1
hypothéquer,diss:équer,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,76,1
réséquer,diss:équer,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,76,1
reséquer,diss:équer,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,76,1
autodissoudre,disso:udre,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,1,0
dissoudre,disso:udre,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,1,,1,,,,,,,TRUE,FALSE,TRUE,FALSE,,,,,3,1,2
dormir,dor:mir,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,,1,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,19,2
endormir,dor:mir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,19,3
rendormir,dor:mir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,19,2
échoir,éch:oir,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,1,,,,#N/A,,,,FALSE,TRUE,TRUE,FALSE,,,,,3,73,1
déclore,éclo:re,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,TRUE,FALSE,,,,,3,45,1
éclore,éclo:re,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,1,,,,,,,,TRUE,TRUE,TRUE,FALSE,,,,,3,45,1
circonscrire,écri:re,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,18,2
conscrire,écri:re,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,18,0
décrire,écri:re,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,18,2
écrire,écri:re,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,1,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,18,4
inscrire,écri:re,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,18,2
prescrire,écri:re,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,1,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,18,3
proscrire,écri:re,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,18,1
récrire,écri:re,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,18,1
réinscrire,écri:re,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,18,2
retranscrire,écri:re,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,18,1
souscrire,écri:re,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,1,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,18,1
transcrire,écri:re,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,18,1
enfiévrer,enfi:évrer,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,76,2
envoyer,env:oyer,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,102,3
renvoyer,env:oyer,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,102,3
ester,est:er,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,1,,,,#N/A,,,,TRUE,FALSE,TRUE,FALSE,,,,,1,31,1
exécrer,ex:écrer,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,76,1
abstraire,extra:ire,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,TRUE,FALSE,1,,,,3,24,2
attraire,extra:ire,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,24,0
distraire,extra:ire,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,1,1,,,,,,,TRUE,FALSE,TRUE,FALSE,,,,,3,24,4
extraire,extra:ire,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,TRUE,FALSE,,,,,3,24,2
raire,extra:ire,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,1,,1,,#N/A,,,,TRUE,FALSE,TRUE,FALSE,,,,,3,29,2
rentraire,extra:ire,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,24,1
soustraire,extra:ire,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,,,,,#N/A,,,,TRUE,FALSE,TRUE,FALSE,,,,,3,24,2
traire,extra:ire,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,TRUE,FALSE,,,,,3,24,1
contrefaire,f:aire,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,86,1
défaire,f:aire,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,86,3
faire,f:aire,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,86,3
forfaire,f:aire,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,,,,,,#N/A,,,,TRUE,FALSE,TRUE,FALSE,,,,,3,124,1
malfaire,f:aire,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,1,,,,#N/A,,,,TRUE,FALSE,TRUE,FALSE,,,,,3,31,1
méfaire,f:aire,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,1,,,,#N/A,,,,TRUE,FALSE,TRUE,FALSE,,,,,3,31,1
parfaire,f:aire,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,91,1
redéfaire,f:aire,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,86,1
satisfaire,f:aire,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,86,3
surfaire,f:aire,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,3,86,1
faillir,fa:illir,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,1,,,,#N/A,,,,TRUE,TRUE,TRUE,FALSE,,,,,3,43,1
falloir,fa:lloir,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,,1,1,1,,#N/A,,,,TRUE,FALSE,FALSE,TRUE,,,,,3,30,4
férir,fér:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,TRUE,FALSE,,,,,3,50,1
abasourdir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
abâtardir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
abêtir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,1,,,,2,115,2
abolir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
abonnir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
aboutir,fin:ir,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,,1,,,,,,,,TRUE,TRUE,FALSE,FALSE,,,,,2,115,2
abrutir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
accomplir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,3
accourcir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,1,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
accroupir,fin:ir,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,1,,,,,,,FALSE,TRUE,FALSE,FALSE,,,,,2,115,1
adoucir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,3
affadir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
affaiblir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,3
affermir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
affranchir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
agir,fin:ir,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,,1,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,3
agrandir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
aguerrir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,1,,,,2,115,2
